measurement_num,primary,meas_within_primary,setting,irradiance,illuminance,mel_edi,rho_edi
84,6,9,2000,5.277832716825004,2690.3322249378,2229.911869684788,2819.2427201118144
85,6,10,2400,6.1526009336610015,3132.6555601652253,2613.2805035152583,3297.0484775787854
86,6,11,2800,7.076333919477999,3594.256309723225,3013.3785600754863,3794.420628742888
87,6,12,3200,8.0131687320139,4061.181537494418,3418.912841535362,4297.799347366387
88,6,13,3600,8.806066784940008,4454.530832682756,3761.96860845164,4722.975543331352
89,6,14,4000,9.792333469676707,4938.744704773446,4197.892906792681,5256.496296839556
90,6,15,4095,9.880163196592992,4978.717711554143,4233.661886849555,5299.384686575442
91,7,1,25,0.003656373317199999,1.7812325108373637,0.67749180710148,0.9834769770798072
92,7,2,50,0.058559766448799976,27.05635745605602,10.546956686556516,15.070219447372404
93,7,3,100,0.2801352748092998,129.23343118031,50.5438944607392,72.08897864136816
94,7,4,200,0.6050468474550003,278.8123456331091,109.33310671270516,155.83281565428916
95,7,5,400,2.1951549642880015,1011.038949871117,396.6552941289425,565.2926706474028
96,7,6,800,6.748199120286698,3105.445081762005,1216.9179678562,1735.0167241356205
97,7,7,1200,10.415341276000003,4794.554441719325,1872.441945703668,2672.6773409492444
98,7,8,1600,13.86381345683,6380.069824407153,2484.823072992624,3549.8998272587314
99,7,9,2000,17.292826140599995,7955.355574908447,3092.1605203529903,4420.190366041759
100,7,10,2400,20.770617116442004,9553.843802012529,3704.085046866795,5299.1271122150665
101,7,11,2800,24.47179276134999,11248.404756837974,4347.753956558195,6225.654398319429
102,7,12,3200,27.957486775199992,12847.17102149279,4952.881180795685,7097.531133805733
103,7,13,3600,31.220281997800008,14349.788029887632,5511.599604424693,7908.1715924825
104,7,14,4000,35.71732686991996,16404.84681607216,6279.055417453356,9018.73112170934
105,7,15,4095,36.00020303303999,16534.026490694596,6325.835900955532,9087.0613825157
106,8,1,25,4.7384428000000005e-6,0.0012999624209771865,0.0011301555170148757,0.0012921523681632702
107,8,2,50,0.01237967142487501,4.529156197654139,0.23018754301827388,0.6596268796541891
108,8,3,100,0.14334867940750007,51.64448675591656,3.0703610041682525,7.913354383650557
109,8,4,200,0.3082745178017998,111.18104400405092,6.543527792886191,16.9985500811199
110,8,5,400,1.5885988073826092,573.4568650953016,33.697364762825465,87.87963393536617
111,8,6,800,5.942373700687005,2147.1209438038136,128.35499454274333,332.28995161422245
112,8,7,1200,10.070187548270004,3641.44550634864,218.5265383017536,565.9017641505495
113,8,8,1600,13.997259146934997,5065.020341329548,307.7259111058244,792.3690614778418
114,8,9,2000,17.86403294228001,6467.1709917964245,395.6703142179912,1016.4870602585552
115,8,10,2400,21.714739752270017,7859.5380573774755,489.989163143504,1246.1251947598437
116,8,11,2800,25.583261825050005,9265.2123622955,579.0425815706401,1473.251877388184
117,8,12,3200,29.317648086090006,10616.893974132963,677.6772881545224,1704.6231565489754
118,8,13,3600,32.748406042119974,11866.90921727306,760.4651593350247,1912.5179303078744
119,8,14,4000,37.78273646739994,13699.915830983664,896.2735105168655,2232.0865142685943
120,8,15,4095,38.313377502226984,13899.654220910728,910.269630470492,2267.803409557731
121,9,1,25,0.018533379091210004,3.712824114563149,0.03410482565468148,0.09519056561108072
122,9,2,50,0.0667223110602,13.373640574070292,0.042459023645518304,0.2631853702927869
123,9,3,100,0.06668351585899997,13.323206606950771,0.03755818781734918,0.2511873040714657
124,9,4,200,0.06774577437469993,13.593196803644895,0.10113627579963096,0.33359106877725914
125,9,5,400,0.9711966582093995,190.30070346434383,0.7474768312277182,3.9747920598328137
126,9,6,800,1.9688749013459002,380.3582606750067,1.1968435841025893,7.550574097497017
127,9,7,1200,2.835874348648298,541.7525190829429,1.6711311110236164,10.614587781662218
128,9,8,1600,3.5170130432698,666.1371493153268,1.9996940629256308,12.8955432503234
129,9,9,2000,4.2221759293198,793.1025344263404,2.395584307266778,15.370368077944278
130,9,10,2400,5.050133250181896,939.1695145008488,2.932488296601715,18.37893295927307
131,9,11,2800,5.697356540129003,1050.2734033514969,3.1895281578543053,20.29664990659524
132,9,12,3200,6.510415004671698,1187.3601102861687,4.226063585059922,23.31363046410868
133,9,13,3600,7.182531952384298,1297.3095932822373,3.940418962910059,24.87533264264566
134,9,14,4000,7.590625269658602,1360.7004436636178,4.090096951342897,25.950454584921
135,9,15,4095,7.622620735526996,1365.9427472054497,4.453092262207619,26.597073614887464
136,10,1,25,0.016140367640600003,1.1614505724393196,0.0035490643672313293,0.011781954282415848
137,10,2,50,0.07934794361582004,5.789123059198191,0.03869969810467725,0.08235292602224431
138,10,3,100,0.22715922800886987,16.689154634480012,0.29446825741398125,0.4224281501411861
139,10,4,200,0.69702146875832,50.1619861775178,0.14669618354321487,0.5524263681218176
140,10,5,400,1.5035546826397004,107.0157711813182,0.1664772033118085,1.010510558843899
141,10,6,800,3.4193629730899007,240.59911379202933,0.6850833520965449,2.6007370187831884
142,10,7,1200,5.210381899342003,362.0490543744567,2.46201574376946,4.954230194435591
143,10,8,1600,6.561449752690006,453.3586044715208,1.2662655895073145,4.960865503450863
144,10,9,2000,8.239023847406,564.756353334529,0.9521537069761205,5.623263781736449
145,10,10,2400,9.907284076724007,672.5637679130764,1.608201022120224,6.978581325704827
146,10,11,2800,11.290288339177998,761.6661841803787,1.5134076376298722,7.637086612255225
147,10,12,3200,13.027544738030011,869.1984946506631,1.1908917990020536,8.203140320288565
148,10,13,3600,14.353710524220002,950.8717875739542,1.3065056332884313,8.956785128684285
149,10,14,4000,15.984753530734002,1048.4186101488622,1.4389754195633966,9.854559345146871
150,10,15,4095,16.114702507512998,1058.58967392633,1.5563693402886392,10.149740906434255
151,all,1,25,0.09789304937038999,12.108439797327462,27.05901984850696,22.11930045788506
152,all,2,50,0.5727973292742004,109.924644047335,170.87149860033583,156.1887605074062
153,all,3,100,1.7919940729210002,440.68919445824224,564.8320516378551,549.2166536870601
154,all,4,200,4.176160420644003,768.9909124330909,1092.2095486611431,988.4329710315274
155,all,5,400,14.897708731030008,3630.567976944086,4184.2342903373865,4087.159729200023
156,all,6,800,33.68028267370003,8663.661312923592,8609.099622261885,8561.711050945696
157,all,7,1200,50.53663320939,13278.477676312725,12555.233264759036,12577.926065466365
158,all,8,1600,66.261344928,17538.5976820648,16321.20433442524,16392.755952784126
159,all,9,2000,81.30569454589998,21671.6560756586,19795.025356498263,19947.893949317964
160,all,10,2400,96.92657984604998,25731.63128508082,23616.786750962863,23750.168771819983
161,all,11,2800,110.95506483100006,29639.006164365983,27035.50729996996,27244.29429171333
162,all,12,3200,125.31468548320008,33373.17691999119,30523.231356448,30743.519873562043
163,all,13,3600,138.06605308109982,36649.63296148657,33938.89207546721,34103.54787388359
164,all,14,4000,151.4510792892,40698.71609733325,37130.25153962226,37483.69796368363
165,all,15,4095,151.51860128519996,40770.20152508067,37165.2731162156,37539.00309668468
